nbSyll,pron,origin,warning,remarques,POS,lineId,pageId,IPA,MotVedette,hwd,pronSampa,ipa,sizePron
4,r_h_ētŏʹrĭcal,L.,,,a.,50.0,184,,rhetorical,rhetorical,r\ i t O: r\ i k @ l,ɹitOːɹikəl,13
5,r_h_ĕtŏrĭʹcĭan,,,,n.,51.0,184,,rhetorician,rhetorician,r\ E 4 3:r I S @ n,ɹɛɾɜ:rɪʃən,14
3,rheʹtŏric,,,,n.,52.0,184,,rhetoric,rhetoric,r\ E 4 3:r i k,ɹɛɾɜ:rik,9
3,r_h_eūmăʹtic,,,,a.,54.0,184,,rheumatic,rheumatic,r\ u m { 4 i k,ɹumæɾik,12
3,r_h_euʹmătiſm,G.,,,n.,55.0,184,,rheumatism,rheumatism,r\ u m @ t I z @ m,ɹumətɪzəm,13
4,r_h_īnŏʹcĕros,G.,,,n.,56.0,184,,rhinoceros,rhinoceros,r\ aI n A s 3:r @ s,ɹ?nɑsɜ:rəs,13
3,r_h_ŏmboiʹdal,,,,a.,57.0,184,,rhomboidal,rhomboidal,r\ @U m b OI 4 @ l,ɹoʊmb?ɾəl,13
2,r_h_ūʹbărb,L.,,,n.,60.0,184,,rhubarb,rhubarb,r\ u b A r\ b,ɹubɑɹb,10
1,r_h_ymes,G.,,,n.,61.0,184,,rhymes,rhymes,r\ aI m z,ɹ?mz,8
2,rīʹal,,,,n.,63.0,184,,rial,rial,r\ aI @ l,ɹ?əl,5
1,rĭb,,,,n.,64.0,184,,rib,rib,r\ I b,ɹɪb,3
2,rĭʹbbon,,,,n.,65.0,184,,ribbon,ribbon,r\ I b @ n,ɹɪbən,7
1,rīce,,,,n.,66.0,184,,rice,rice,r\ aI s,ɹ?s,4
1,rĭch,,,,a.,67.0,184,,rich,rich,r\ I tS,ɹɪ?,4
2,rĭʹches,,,,n.,68.0,184,,riches,riches,r\ I tS @ z,ɹɪ?əz,7
1,rĭck,,,,n.,69.0,184,,rick,rick,r\ I k,ɹɪk,4
2,rĭʹckets,,,,n.,70.0,184,,rickets,rickets,r\ I k i t s,ɹɪkits,8
1,rĭd,,,,v.,72.0,184,,rid,rid,r\ I d,ɹɪd,3
2,rĭʹddănce,,,,n.,73.0,184,,riddance,riddance,r\ I d @ n s,ɹɪdəns,9
2,rĭʹddle,,,,n.,2.0,185,,riddle,riddle,r\ I 4 @ l,ɹɪɾəl,7
1,rīde,,,,v.,3.0,185,,ride,ride,r\ aI d,ɹ?d,4
2,rīʹders,,,,n.,4.0,185,,riders,riders,r\ aI 4 3:r z,ɹ?ɾɜ:rz,7
1,rĭdge,,,,n.,5.0,185,,ridge,ridge,r\ I dZ,ɹɪ?,5
3,rĭʹdĭcūle,,,,n.,7.0,185,,ridicule,ridicule,r\ I 4 @ k j u l,ɹɪɾəkjul,9
4,rĭdĭʹcŭl_o_us,,,,a.,8.0,185,,ridiculous,ridiculous,r\ i d I k j @ l @ s,ɹidɪkjələs,13
2,rīʹding,,,,n.,9.0,185,,riding,riding,r\ aI 4 i N,ɹ?ɾiŋ,7
1,rīfe,,,,a.,11.0,185,,rife,rife,r\ aI f,ɹ?f,4
2,rīʹfle,,,,v.,12.0,185,,rifle,rifle,r\ aI f @ l,ɹ?fəl,6
1,rĭft,,,,n.,13.0,185,,rift,rift,r\ I f t,ɹɪft,4
1,rĭg,,,,v.,14.0,185,,rig,rig,r\ I g,ɹɪg,3
2,rĭʹggĭng,,,,n.,16.0,185,,rigging,rigging,r\ I g i N,ɹɪgiŋ,8
1,rī_gh_t,,,,n.,17.0,185,,right,right,r\ aI t,ɹ?t,7
3,rīʹ_gh_te_o_us,,,,a.,18.0,185,,righteous,righteous,r\ aI tS @ s,ɹ??əs,14
2,rī_gh_tful,,nbSyll>1 et pas d'accent tonic,,a.,19.0,185,,rightful,rightful,r\ aI t f @ l,ɹ?tfəl,10
2,rĭʹgĭd,L.,,,a.,20.0,185,,rigid,rigid,r\ I dZ @ d,ɹɪ?əd,6
2,rĭʹgo_u_r,,,,n.,21.0,185,,rigour,rigour,r\ I g 3:r,ɹɪgɜ:r,9
3,rĭʹgŏr_o_us,,,,a.,22.0,185,,rigorous,rigorous,r\ I g 3:r @ s,ɹɪgɜ:rəs,11
1,rĭll,,,,n.,23.0,185,,rill,rill,r\ I l,ɹɪl,4
1,rĭm,,,,n.,24.0,185,,rim,rim,r\ I m,ɹɪm,3
1,rĭnd,,,,n.,27.0,185,,rind,rind,r\ aI n d,ɹ?nd,4
1,rĭng,,,,n.,28.0,185,,ring,ring,r\ I N,ɹɪŋ,4
3,riʹnglead_e_r,,,,n.,32.0,185,,ringleader,ringleader,r\ I N l i: 4 3:r,ɹɪŋliːɾɜ:r,13
1,rĭnſe,,,,v.,35.0,185,,rinse,rinse,r\ I n s,ɹɪns,5
2,rīʹot,,,,n.,36.0,185,,riot,riot,r\ aI @ t,ɹ?ət,5
3,rīʹŏt_o_us,,,,a.,37.0,185,,riotous,riotous,r\ aI @ 4 @ s,ɹ?əɾəs,10
1,rĭp,,,,v.,38.0,185,,rip,rip,r\ I p,ɹɪp,3
2,rīpe,,nbSyll>1 et pas d'accent tonic,2{syll}. Contraire à sa règle de syllabation selon laquelle ce mot devrait faire 1 syllabe et non 2.,a.,39.0,185,,ripe,ripe,r\ aI p,ɹ?p,4
2,rīʹpen,,,,v.,40.0,185,,ripen,ripen,r\ aI p @ n,ɹ?pən,6
2,rĭʹpple,,,,v.,43.0,185,,ripple,ripple,r\ I p @ l,ɹɪpəl,7
1,rīſe,,,,n.,44.0,185,,rise,rise,r\ aI z,ɹ?z,4
1,rĭſk,,,,n.,47.0,185,,risk,risk,r\ I s k,ɹɪsk,4
1,rīte,,,,n.,48.0,185,,rite,rite,r\ aI t,ɹ?t,4
3,rīʹtūal,,,,n.,49.0,185,,ritual,ritual,r\ I tS u @ l,ɹɪ?uəl,7
2,rīʹval,L.,,,n.,51.0,185,,rival,rival,r\ aI v @ l,ɹ?vəl,6
2,rĭʹven,,,,a.,53.0,185,,riven,riven,r\ I v @ n,ɹɪvən,6
2,rĭʹver,,,,n.,54.0,185,,river,river,r\ I v 3:r,ɹɪvɜ:r,6
2,rĭʹvet,,,,n.,55.0,185,,rivet,rivet,r\ I v @ t,ɹɪvət,6
1,roach,,,,n.,58.0,185,,roach,roach,r\ @U tS,ɹoʊ?,5
1,road,,,,n.,59.0,185,,road,road,r\ @U d,ɹoʊd,4
1,roam,,,,v.,60.0,185,,roam,roam,r\ @U m,ɹoʊm,4
1,roan,,,,n.,61.0,185,,roan,roan,r\ @U n,ɹoʊn,4
1,roar,,,,v.,62.0,185,,roar,roar,r\ O: r\,ɹOːɹ,4
1,roaſt,,,,v.,63.0,185,,roast,roast,r\ @U s t,ɹoʊst,5
1,rŏb,,,,v.,64.0,185,,rob,rob,r\ A b,ɹɑb,3
3,rŏʹbbĕry,,,,n.,65.0,185,,robbery,robbery,r\ A b 3:r i:,ɹɑbɜ:riː,8
2,rŏʹbbins,,,,n.,66.0,185,,robbins,robbins,r\ A b i n z,ɹɑbinz,8
1,rōbe,F.,,,n.,67.0,185,,robe,robe,r\ @U b,ɹoʊb,4
2,robŭʹſt,L.,,,a.,70.0,185,,robust,robust,r\ @U b V s t,ɹoʊbʌst,7
1,rŏck,,,,v.,72.0,185,,rock,rock,r\ A k,ɹɑk,4
2,rŏʹckĕt,,,,n.,73.0,185,,rocket,rocket,r\ A k @ t,ɹɑkət,7
2,rŏʹckĕts,,,,n.,2.0,186,,rockets,rockets,r\ A k @ t s,ɹɑkəts,8
2,rŏʹcky,,,,a.,3.0,186,,rocky,rocky,r\ A k i:,ɹɑkiː,6
1,rŏd,,,,n.,4.0,186,,rod,rod,r\ A d,ɹɑd,3
1,roe,,,,n.,6.0,186,,roe,roe,r\ @U,ɹoʊ,3
2,rōg_ue_,,nbSyll>1 et pas d'accent tonic,2{syll}. Contraire à sa règle de syllabation selon laquelle ce mot devrait faire 1 syllabe et non 2.,n.,8.0,186,,rogue,rogue,r\ @U g,ɹoʊg,7
1,roll,,,,v.,11.0,186,,roll,roll,r\ @U l,ɹoʊl,4
2,roʹller,,,,n.,12.0,186,,roller,roller,r\ @U l 3:r,ɹoʊlɜ:r,7
2,rōʹmăn,,,,a.,13.0,186,,roman,roman,r\ @U m @ n,ɹoʊmən,6
2,rŏmăʹnce,,,,n.,14.0,186,,romance,romance,r\ @U m { n s,ɹoʊmæns,8
3,rŏmăʹntic,,,,a.,15.0,186,,romantic,romantic,r\ @U m { n t i k,ɹoʊmæntik,9
2,rŏndeauʹ,,,,n.,17.0,186,,rondeau,rondeau,r\ A n d @U,ɹɑndoʊ,8
1,rood,,,,n.,18.0,186,,rood,rood,r\ u d,ɹud,4
1,roof,,,,n.,19.0,186,,roof,roof,r\ u f,ɹuf,4
1,rook,,,,n.,20.0,186,,rook,rook,r\ U k,ɹʊk,4
1,room,,,,n.,22.0,186,,room,room,r\ u m,ɹum,4
2,rooʹmy,,,,a.,23.0,186,,roomy,roomy,r\ u m i:,ɹumiː,6
1,rooſt,,,,n.,24.0,186,,roost,roost,r\ u s t,ɹust,5
1,root,,,,n.,25.0,186,,root,root,r\ u t,ɹut,4
1,rōpe,,,,n.,26.0,186,,rope,rope,r\ @U p,ɹoʊp,4
3,rōʹsăry,,,,n.,28.0,186,,rosary,rosary,r\ @U z 3:r i:,ɹoʊzɜ:riː,7
2,rōʹſin,,,,n.,33.0,186,,rosin,rosin,r\ A z @ n,ɹɑzən,6
1,roſt,,,,v.,34.0,186,,rost,rost,r\ A s t,ɹɑst,4
2,rŏʹſtrum,L.,,,n.,36.0,186,,rostrum,rostrum,r\ A s t r\ @ m,ɹɑstɹəm,8
2,rōʹſy,,,,a.,37.0,186,,rosy,rosy,r\ @U z i:,ɹoʊziː,5
1,rŏt,,,,v.,38.0,186,,rot,rot,r\ A t,ɹɑt,3
4,rotāʹtion,L.,,,n.,39.0,186,,rotation,rotation,r\ @U t eI S @ n,ɹoʊt?ʃən,9
1,rōte,,,,n.,40.0,186,,rote,rote,r\ @U t,ɹoʊt,4
2,rŏʹtt_e_n,,,,a.,41.0,186,,rotten,rotten,r\ A t @ n,ɹɑtən,9
3,roʹtŭndā,L.,,,n.,42.0,186,,rotunda,rotunda,r\ @U t V n d @,ɹoʊtʌndə,8
1,rōve,,,,v.,43.0,186,,rove,rove,r\ @U v,ɹoʊv,4
2,rōʹver,,,,n.,44.0,186,,rover,rover,r\ @U v 3:r,ɹoʊvɜ:r,6
1,ro_w_,,,,v.,51.0,186,,row,row,r\ @U,ɹoʊ,5
2,rȯʹẇer,,,,n.,53.0,186,,rower,rower,r\ @U 3:r,ɹoʊɜ:r,6
2,roʹyal,F.,,,a.,54.0,186,,royal,royal,r\ OI @ l,ɹ?əl,6
3,roʹyaliſt,,,,n.,55.0,186,,royalist,royalist,r\ OI @ l i s t,ɹ?əlist,9
3,roʹyălties,,,,n.,56.0,186,,royalties,royalties,r\ OI @ l t i: z,ɹ?əltiːz,10
3,roʹyălty,F.,,,n.,57.0,186,,royalty,royalty,r\ OI @ l t i:,ɹ?əltiː,8
1,rŭb,,,,n.,58.0,186,,rub,rub,r\ V b,ɹʌb,3
2,rŭʹbb_e_r,,,,n.,59.0,186,,rubber,rubber,r\ V b 3:r,ɹʌbɜ:r,9
2,rŭʹbb_e_rs,,,,n.,60.0,186,,rubbers,rubbers,r\ V b 3:r z,ɹʌbɜ:rz,10
2,rŭʹbbiſh,,,,n.,61.0,186,,rubbish,rubbish,r\ V b i S,ɹʌbiʃ,8
2,rūʹbric,,,,n.,62.0,186,,rubric,rubric,r\ u b r\ i k,ɹubɹik,7
2,rūʹby,L.,,,n.,63.0,186,,ruby,ruby,r\ u b i:,ɹubiː,5
2,rŭdd_e_r,,nbSyll>1 et pas d'accent tonic,,n.,65.0,186,,rudder,rudder,r\ V 4 3:r,ɹʌɾɜ:r,8
2,rŭʹddle,,,,n.,66.0,186,,ruddle,ruddle,r\ V 4 @ l,ɹʌɾəl,7
2,rŭʹddy,,,,a.,67.0,186,,ruddy,ruddy,r\ V 4 i:,ɹʌɾiː,6
1,rūde,,,,a.,68.0,186,,rude,rude,r\ u d,ɹud,4
3,rūdĭments,,nbSyll>1 et pas d'accent tonic,,n.,69.0,186,,rudiments,rudiments,r\ u 4 i m @ n t s,ɹuɾimənts,9
1,rūe,,,,n.,70.0,186,,rue,rue,r\ u,ɹu,3
2,rū_e_ʹful,,,,a.,71.0,186,,rueful,rueful,r\ u f @ l,ɹufəl,9
2,rūĕʹlle,,,,n.,72.0,186,,ruelle,ruelle,r\ u E l,ɹuɛl,7
1,rŭff,,,,n.,73.0,186,,ruff,ruff,r\ V f,ɹʌf,4
2,rŭʹffle,,,,v.,3.0,187,,ruffle,ruffle,r\ V f @ l,ɹʌfəl,7
2,rŭʹffles,,,,n.,4.0,187,,ruffles,ruffles,r\ V f @ l z,ɹʌfəlz,8
1,rŭg,,,,n.,5.0,187,,rug,rug,r\ V g,ɹʌg,3
2,rŭʹgged,,,,a.,6.0,187,,rugged,rugged,r\ V g @ d,ɹʌgəd,7
2,rūʹin,L.,,,n.,7.0,187,,ruin,ruin,r\ u @ n,ɹuən,5
3,rūʹĭn_o_us,,,,a.,8.0,187,,ruinous,ruinous,r\ u @ n @ s,ɹuənəs,10
1,rūle,,,,n.,9.0,187,,rule,rule,r\ u l,ɹul,4
1,rŭm,,,,n.,10.0,187,,rum,rum,r\ V m,ɹʌm,3
2,rŭʹmble,,,,v.,12.0,187,,rumble,rumble,r\ V m b @ l,ɹʌmbəl,7
3,rūʹmĭnănt,,,,a.,13.0,187,,ruminant,ruminant,r\ u m @ n @ n t,ɹumənənt,9
3,rūʹmĭnāte,L.,,,v.,14.0,187,,ruminate,ruminate,r\ u m i n eI t,ɹumin?t,9
2,rŭʹmmage,,,,v.,15.0,187,,rummage,rummage,r\ V m i dZ,ɹʌmi?,8
2,rūʹmo_u_r,,,,n.,17.0,187,,rumour,rumour,r\ u m 3:r,ɹumɜ:r,9
1,rŭmp,,,,n.,18.0,187,,rump,rump,r\ V m p,ɹʌmp,4
2,rŭʹmple,,,,v.,19.0,187,,rumple,rumple,r\ V m p @ l,ɹʌmpəl,7
1,rŭn,,,,v.,20.0,187,,run,run,r\ V n,ɹʌn,3
1,rŭngs,,,,n.,23.0,187,,rungs,rungs,r\ V N z,ɹʌŋz,5
2,rŭʹnner,,,,n.,24.0,187,,runner,runner,r\ V n 3:r,ɹʌnɜ:r,7
2,rūpeeʹ,,,,n.,26.0,187,,rupee,rupee,r\ u p i:,ɹupiː,6
2,rŭʹptūre,,,,n.,27.0,187,,rupture,rupture,r\ V p tS 3:r,ɹʌp?ɜ:r,8
2,rūʹral,L.,,,a.,28.0,187,,rural,rural,r\ U r\ @ l,ɹʊɹəl,6
1,rŭſh,,,,n.,29.0,187,,rush,rush,r\ V S,ɹʌʃ,4
2,rŭʹſſet,,,,a.,30.0,187,,russet,russet,r\ V s i t,ɹʌsit,7
1,rŭſt,,,,n.,31.0,187,,rust,rust,r\ V s t,ɹʌst,4
2,rŭʹſtic,,,,n.,34.0,187,,rustic,rustic,r\ V s t i k,ɹʌstik,7
2,rŭʹſtle,,,,v.,35.0,187,,rustle,rustle,r\ V s @ l,ɹʌsəl,7
2,rŭʹſty,,,,a.,36.0,187,,rusty,rusty,r\ V s t i:,ɹʌstiː,6
1,rŭt,,,,n.,37.0,187,,rut,rut,r\ V t,ɹʌt,3
2,rŭʹthleſs,,,,a.,39.0,187,,ruthless,ruthless,r\ u T l @ s,ɹuθləs,9
2,ryʹal,,,,n.,40.0,187,,ryal,ryal,r\ i: A l,ɹiːɑl,5
1,rye,,,,n.,41.0,187,,rye,rye,r\ aI,ɹ?,3
2,săʹbbath,,,,n.,4.0,187,,sabbath,sabbath,s { b @ T,sæbəθ,8
4,săbbăʹtĭcal,,,,a.,5.0,187,,sabbatical,sabbatical,s @ b { 4 i k @ l,səbæɾikəl,11
2,sāʹble,,,,n.,7.0,187,,sable,sable,s eI b @ l,s?bəl,6
2,sāʹbre,,,,n.,8.0,187,,sabre,sabre,s eI b 3:r,s?bɜ:r,6
1,săck,,,,n.,10.0,187,,sack,sack,s { k,sæk,4
2,săʹcking,,,,n.,11.0,187,,sacking,sacking,s { k i N,sækiŋ,8
3,săʹcrăment,L.,,,n.,13.0,187,,sacrament,sacrament,s { k r\ @ m @ n t,sækɹəmənt,10
2,sāʹcred,L.,,,a.,16.0,187,,sacred,sacred,s eI k r\ @ d,s?kɹəd,7
3,ſaʹcrĭfīce,,,,v.,17.0,187,,sacrifice,sacrifice,s { k r\ @ f aI s,sækɹəf?s,10
3,ſaʹcrĭlege,L.,,,n.,18.0,187,,sacrilege,sacrilege,s { k r\ @ l @ dZ,sækɹələ?,10
5,ſacrĭlegĭ_o_us,,nbSyll>1 et pas d'accent tonic,,a.,19.0,187,,sacrilegious,sacrilegious,s { k r\ @ l E dZ i s,sækɹəlɛ?is,14
1,săd,,,,a.,21.0,187,,sad,sad,s { d,sæd,3
2,săʹdd_e_n,,,,v.,22.0,187,,sadden,sadden,s { d @ n,sædən,9
1,sāfe,F.,,,a.,25.0,187,,safe,safe,s eI f,s?f,4
2,sāʹf_e_g_u_ard,,,,n.,26.0,187,,safeguard,safeguard,s eI f g A r\ d,s?fgɑɹd,14
2,sāʹf_e_ly,,,,p.,27.0,187,,safely,safely,s eI f l i:,s?fliː,9
2,sāʹf_e_ty,,,,n.,28.0,187,,safety,safety,s eI f t i:,s?ftiː,9
2,săʹffron,,,,n.,29.0,187,,saffron,saffron,s { f r\ @ n,sæfɹən,8
4,ſagāʹcĭ_o_us,,,,a.,2.0,188,,sagacious,sagacious,s A g eI S @ s,sɑg?ʃəs,12
4,săgāʹcĭty,,,,n.,3.0,188,,sagacity,sagacity,s A g { s @ 4 i:,sɑgæsəɾiː,9
1,sāge,,,,n.,5.0,188,,sage,sage,s eI dZ,s??,4
1,ſail,,,,v.,8.0,188,,sail,sail,s eI l,s?l,4
2,ſaiʹlor,,,,n.,9.0,188,,sailor,sailor,s eI l 3:r,s?lɜ:r,7
1,ſaint,,,,a.,10.0,188,,saint,saint,s eI n t,s?nt,5
1,sāke,,,,n.,11.0,188,,sake,sake,s eI k,s?k,4
2,sāʹk_e_r,,,,n.,12.0,188,,saker,saker,s eI k 3:r,s?kɜ:r,8
1,ſal,,,,n.,13.0,188,,sal,sal,s { l,sæl,3
4,sălāʹcĭ_o_us,L.,,,a.,14.0,188,,salacious,salacious,s @ l eI S @ s,səl?ʃəs,12
2,săʹlăd,F.,,,n.,16.0,188,,salad,salad,s { l @ d,sæləd,6
4,săʹlămănd_e_r,G.,,,n.,17.0,188,,salamander,salamander,s { l @ m { n d 3:r,sæləmændɜ:r,13
3,săʹlăry,L.,,,n.,18.0,188,,salary,salary,s { l 3:r i:,sælɜ:riː,7
1,sāle,,,,n.,19.0,188,,sale,sale,s eI l,s?l,4
3,sāʹl_e_able,,,,a.,20.0,188,,saleable,saleable,s eI l @ b @ l,s?ləbəl,11
2,sāʹl_e_ſmăn,,,,n.,21.0,188,,salesman,salesman,s eI l z m @ n,s?lzmən,11
3,săʹlĭent,,,,n.,22.0,188,,salient,salient,s eI l i: @ n t,s?liːənt,8
2,săʹlīne,,,,a.,23.0,188,,saline,saline,s @ l i: n,səliːn,7
3,sălīʹvā,L.,,,n.,25.0,188,,saliva,saliva,s @ l aI v @,səl?və,7
3,săʹlĭvāte,,,,v.,27.0,188,,salivate,salivate,s { l @ v eI t,sæləv?t,9
2,săʹllo_w_,,,,n.,30.0,188,,sallow,sallow,s { l @U,sæloʊ,9
2,săʹlly,,,,n.,31.0,188,,sally,sally,s { l i:,sæliː,6
2,săʹlmon,,,,n.,33.0,188,,salmon,salmon,s { m @ n,sæmən,7
2,sălooʹn,,,,n.,34.0,188,,saloon,saloon,s @ l u n,səlun,7
1,ſalt,L.,,,n.,35.0,188,,salt,salt,s O: l t,sOːlt,4
2,ſaʹlt_e_r,,,,n.,36.0,188,,salter,salter,s O: l t 3:r,sOːltɜ:r,9
2,săʹlvage,L.,,,n.,38.0,188,,salvage,salvage,s { l v @ dZ,sælvə?,8
4,ſalvāʹtion,,,,n.,39.0,188,,salvation,salvation,s { l v eI S @ n,sælv?ʃən,10
1,ſalve,,,,n.,43.0,188,,salve,salve,s A v,sɑv,5
2,ſaʹlvo,,,,n.,45.0,188,,salvo,salvo,s { l v @U,sælvoʊ,6
4,ſaʹlūtăry,L.,,,a.,47.0,188,,salutary,salutary,s { l j @ t E r\ i:,sæljətɛɹiː,9
2,ſalūʹte,,,,v.,48.0,188,,salute,salute,s @ l u t,səlut,7
2,săʹmple,,,,n.,53.0,188,,sample,sample,s { m p @ l,sæmpəl,7
3,săʹnctĭfy,,,,v.,57.0,188,,sanctify,sanctify,s { N k t @ f aI,sæŋktəf?,9
5,sănctĭmōʹnĭ_o_us,,,,a.,59.0,188,,sanctimonious,sanctimonious,s { N k t @ m @U n i: @ s,sæŋktəmoʊniːəs,16
3,săʹnction,L.,,,n.,60.0,188,,sanction,sanction,s { N k S @ n,sæŋkʃən,9
3,săʹnctĭty,L.,,,n.,61.0,188,,sanctity,sanctity,s { N k t i 4 i:,sæŋktiɾiː,9
4,săʹnctūăry,,,,n.,62.0,188,,sanctuary,sanctuary,s { N k tS u E r\ i:,sæŋk?uɛɹiː,10
1,sănd,,,,n.,64.0,188,,sand,sand,s { n d,sænd,4
2,ſaʹndal,L.,,,n.,65.0,188,,sandal,sandal,s { n d @ l,sændəl,7
2,săʹndĕrs,,,,n.,67.0,188,,sanders,sanders,s { n d 3:r z,sændɜ:rz,8
2,săʹndy,,,,a.,69.0,188,,sandy,sandy,s { n d i:,sændiː,6
1,sāne,,,,a.,70.0,188,,sane,sane,s eI n,s?n,4
2,săʹngŭĭne,,,,a.,2.0,189,,sanguine,sanguine,s { N g w i n,sæŋgwin,9
3,sāʹnĭty,L.,,,n.,5.0,189,,sanity,sanity,s { n @ 4 i:,sænəɾiː,7
1,săp,,,,n.,6.0,189,,sap,sap,s { p,sæp,3
2,săʹpling,,,,n.,10.0,189,,sapling,sapling,s { p l i N,sæpliŋ,8
2,săʹpping,,,,a.,13.0,189,,sapping,sapping,s { p i N,sæpiŋ,8
2,săʹrcăſm,G.,,,n.,15.0,189,,sarcasm,sarcasm,s A r\ k { z @ m,sɑɹkæzəm,8
1,săſh,,,,n.,24.0,189,,sash,sash,s { S,sæʃ,4
3,săʹſsăfras,,,,n.,25.0,189,,sassafras,sassafras,s { s @ f r\ { s,sæsəfɹæs,10
2,săʹtăn,,,,n.,26.0,189,,satan,satan,s eI t @ n,s?tən,6
2,sāʹted,L.,,,a.,29.0,189,,sated,sated,s eI 4 i d,s?ɾid,6
4,sătĕʹllĭtès,,,,n.,30.0,189,,satellites,satellites,s { 4 @ l aI t s,sæɾəl?ts,11
5,sătĭsfăʹction,,,,n.,33.0,189,,satisfaction,satisfaction,s { 4 @ s f { k S @ n,sæɾəsfækʃən,13
5,sătĭsfăʹctŏry,,,,a.,34.0,189,,satisfactory,satisfactory,s { 4 @ s f { k t r\ i:,sæɾəsfæktɹiː,13
3,săʹtĭsfy,,,,v.,35.0,189,,satisfy,satisfy,s { 4 @ s f aI,sæɾəsf?,8
3,săʹtūrāte,,,,v.,38.0,189,,saturate,saturate,s { tS 3:r eI t,sæ?ɜ:r?t,9
3,săʹtŭrday,,,,n.,39.0,189,,saturday,saturday,s { 4 3:r 4 i:,sæɾɜ:rɾiː,9
2,sāʹtŭrn,,,,n.,40.0,189,,saturn,saturn,s { 4 3:r n,sæɾɜ:rn,7
2,săʹvage,,,,a.,48.0,189,,savage,savage,s { v @ dZ,sævə?,7
3,săʹvages,,,,n.,50.0,189,,savages,savages,s { v @ dZ @ z,sævə?əz,8
3,săvăʹnnā,,,,n.,51.0,189,,savanna,savanna,s @ v { n @,səvænə,8
1,ſauce,,,,n.,52.0,189,,sauce,sauce,s O: s,sOːs,5
2,ſauʹcer,,,,n.,54.0,189,,saucer,saucer,s O: s 3:r,sOːsɜ:r,7
2,ſauʹcy,,,,a.,57.0,189,,saucy,saucy,s O: s i:,sOːsiː,6
1,sāve,L.,,,p.,58.0,189,,save,save,s eI v,s?v,4
2,sāʹving,,,,a.,60.0,189,,saving,saving,s eI v i N,s?viŋ,7
2,ſauʹnt_e_r,,,,v.,62.0,189,,saunter,saunter,s O: n t 3:r,sOːntɜ:r,10
3,sāʹvŏry,,,,n.,63.0,189,,savory,savory,s eI v 3:r i:,s?vɜ:riː,7
2,sāʹvo_u_r,,,,n.,64.0,189,,savour,savour,s eI v 3:r,s?vɜ:r,9
3,sāʹvŏ_u_ry,,,,a.,65.0,189,,savoury,savoury,s @ v O: r\ i:,səvOːɹiː,10
2,ſavoyʹ,,,,n.,66.0,189,,savoy,savoy,s @ v OI,səv?,6
2,ſauʹſagé,F.,,,n.,67.0,189,,sausage,sausage,s O: s @ dZ,sOːsə?,8
1,ſaw,,,,n.,68.0,189,,saw,saw,s O:,sOː,3
1,ſay,,,,v.,72.0,189,,say,say,s eI,s?,3
1,ſays,F.,,,n.,73.0,189,,says,says,s E z,sɛz,4
1,ſcăb,L.,,,n.,2.0,190,,scab,scab,s k { b,skæb,4
2,ſcăʹbbărd,,,,n.,3.0,190,,scabbard,scabbard,s k { b 3:r d,skæbɜ:rd,9
2,ſcăʹffold,,,,n.,6.0,190,,scaffold,scaffold,s k { f @ l d,skæfəld,9
3,ſcăʹffŏlding,,,,n.,7.0,190,,scaffolding,scaffolding,s k { f @ l d i N,skæfəldiŋ,12
1,ſcald,,,,v.,9.0,190,,scald,scald,s k O: l d,skOːld,5
1,ſcāle,,,,n.,10.0,190,,scale,scale,s k eI l,sk?l,5
1,ſcāles,,,,n.,12.0,190,,scales,scales,s k eI l z,sk?lz,6
1,ſcălp,,,,n.,14.0,190,,scalp,scalp,s k { l p,skælp,5
2,ſcăʹlp_e_r,,,,n.,15.0,190,,scalper,scalper,s k { l p 3:r,skælpɜ:r,10
2,ſcăʹmp_e_r,F.,,,v.,18.0,190,,scamper,scamper,s k { m p 3:r,skæmpɜ:r,10
1,ſcăn,L.,,,v.,19.0,190,,scan,scan,s k { n,skæn,4
2,ſcăʹndal,G.,,,n.,20.0,190,,scandal,scandal,s k { n d @ l,skændəl,8
3,ſcăʹndălīze,,,,v.,21.0,190,,scandalize,scandalize,s k { n d @ l aI z,skændəl?z,11
4,ſcăʹndălīzed,,,,a.,22.0,190,,scandalized,scandalized,s k { n d @ l aI z d,skændəl?zd,12
3,ſcăʹndăl_o_us,,,,a.,23.0,190,,scandalous,scandalous,s k { n d @ l @ s,skændələs,13
1,ſcănt,,,,a.,25.0,190,,scant,scant,s k { n t,skænt,5
2,ſcăʹnty,,,,a.,26.0,190,,scanty,scanty,s k { n t i:,skæntiː,7
3,ſcăʹpŭlā,L.,,,n.,28.0,190,,scapula,scapula,s k { p j @ l @,skæpjələ,8
1,ſcăr,,,,n.,30.0,190,,scar,scar,s k A r\,skɑɹ,4
1,ſcărce,,,,a.,32.0,190,,scarce,scarce,s k E r\ s,skɛɹs,6
3,ſcăʹrcĭty,,,,n.,33.0,190,,scarcity,scarcity,s k E r\ s i 4 i:,skɛɹsiɾiː,9
1,ſcāre,,,,v.,34.0,190,,scare,scare,s k E r\,skɛɹ,5
2,ſcāʹr_e_cro_w_,,,,n.,35.0,190,,scarecrow,scarecrow,s k { r\ k r\ @U,skæɹkɹoʊ,14
1,ſcărf,,,,n.,36.0,190,,scarf,scarf,s k A r\ f,skɑɹf,5
2,ſcăʹrlet,,,,n.,39.0,190,,scarlet,scarlet,s k A r\ l @ t,skɑɹlət,8
